CT_ID_10,LST_CT,CAN_CT,ALB_CT,ISA_CT
25025000100,101.02554959008538,0.05981900606226146,0.12129356878577376,0.8012578865433089
25025000201,98.01649033645646,0.09847844181020048,0.127328145268772,0.6831137975784844
25025000202,99.06396530545169,0.09730913500782094,0.12697075266154279,0.6717263225287711
25025000301,95.25626008325462,0.16301493369173012,0.13358568966268455,0.6206473172241047
25025000302,95.22353567981271,0.18937117420632196,0.13674753834438966,0.6065472592197336
25025000401,98.43566163539077,0.10482228161435891,0.12734088769030757,0.7149001485820492
25025000402,94.75706062290776,0.16266626254607322,0.130639266594684,0.5842556854297324
25025000502,94.29743740013011,0.13283922996799805,0.12824584126968813,0.620343623144487
25025000503,100.22714155320215,0.06999490880296577,0.11801870503210012,0.8493770486182144
25025000504,101.20969586965983,0.06830636679401092,0.12096479271467422,0.8629924541912075
25025000601,99.67667745808232,0.06679098802459547,0.12505621943364878,0.7384266284154685
25025000602,100.03118850322966,0.08637446961171344,0.12474974551806307,0.7272197903510761
25025000701,103.40342484884626,0.02513137068697449,0.11083635418788586,0.8641727803196496
25025000703,106.05064039671728,0.0029406974750484276,0.10736172859700112,0.966236353882043
25025000704,106.75861469506795,0.011452570310658576,0.10756126567193597,0.9254353233442869
25025000802,103.04854224425276,0.03654988836460831,0.12077790912092519,0.8411871995546302
25025000803,100.24636608110197,0.027417031145127422,0.12385599795131094,0.8476397289044376
25025010103,99.84882481991758,0.02401419949631527,0.11952637631404527,0.9231892883714062
25025010104,98.66736559696018,0.028531170027852513,0.10552260691177863,0.8742396841766772
25025010203,102.3488763391518,0.05884748317304024,0.11493101996933633,0.8323884460539784
25025010204,103.34550942186792,0.006481572952675075,0.11428355880842368,0.9566556071547941
25025010300,98.70019302829446,0.11602246361765485,0.12765517720196212,0.8692330719716043
25025010403,106.33647834952498,0.011967430042539787,0.1023285434174403,0.9499437766237538
25025010404,105.69855294249858,0.003881506912237277,0.0986691543127251,0.9695671554801873
25025010405,101.9272257929243,0.05992765577244187,0.11013619906145096,0.8706506571850227
25025010408,100.57726219104559,0.18307763832728202,0.12124410454866974,0.8613121890150452
25025010500,102.19249082093113,0.01655113269276287,0.1173053928035353,0.9280587743623483
25025010600,100.68531855073961,0.003626521923812858,0.10928020949803512,0.9773619157254455
25025010701,101.40454891531743,0.06862316449620448,0.10307245038723997,0.9154091026154704
25025010702,99.37294864844458,0.07713002449282773,0.10412764030280099,0.8969785611679534
25025010801,97.21374866742543,0.039575244907601476,0.0977473089610438,0.9516519709037279
25025010802,97.7527679374976,0.033832806360226765,0.09733436334399168,0.9471231234806022
25025020101,98.737125100853,0.013165093294763078,0.0988737872949035,0.9331084480786244
25025020200,101.18886248556954,0.015169093414392319,0.09692183628186724,0.9531377776646567
25025020301,96.83013528059985,0.01869814820025255,0.11646183965347529,0.8995057334665332
25025020302,100.86539165314123,0.008062405726631592,0.09613655978886067,0.9359788942928792
25025020303,100.7211441906025,0.0015231435327803479,0.1309832277105283,0.9885421098027224
25025030100,102.2915104030357,0.014865125978809101,0.10495021458003635,0.9586479659787676
25025030200,103.86798016998011,0.004326297272095724,0.10789902143528701,1.0000000000050926
25025030300,100.37862722637162,0.00919475411160445,0.11627059585174973,0.9832509801038551
25025030400,106.038250127587,0,0.10702805968052585,0.984680053061537
25025030500,103.68031938797618,0,0.1024520304209271,0.9715695379899781
25025040100,101.1705016985749,0.017950101327761373,0.11353381574070344,0.9351087499778156
25025040200,100.7000192087846,0.03063800122051835,0.11641162435525204,0.9308246832151273
25025040300,104.76878461854925,0.009221628726232112,0.11083294509533825,0.9590946479382124
25025040401,101.23237192382203,0.01095284877752893,0.12765602850241153,0.9308475184754343
25025040600,103.63995266703232,0.02990900401925296,0.11606309303226361,0.930849272294752
25025040801,100.50132266683622,0.015273982431335745,0.12338235470165251,0.905917760576192
25025050101,103.53182800198194,0.008307406658671987,0.107426523231512,0.8750025880144952
25025050200,106.05649833882926,0.0010661187020125367,0.10948277286212167,0.916801687692529
25025050300,103.17464121284219,0.00892093878301843,0.1272077597433105,0.8906127183675394
25025050400,104.54772378456525,0.010319778577026857,0.11484164451167726,0.825268604887348
25025050500,105.81683054622198,0.00592747594494915,0.11678092985311452,0.9069002418315826
25025050600,103.93145338702513,0.0034988712504874847,0.1144533302186908,0.9044933790384179
25025050700,104.30871671932063,0.030733555418687383,0.11336776567713903,0.915073205414934
25025050901,102.83659664171358,0.018140380197652066,0.1152622953280053,0.8792453062353083
25025051e3,100.08114849185712,0.058644706309975855,0.1226728414720464,0.7482916705332968
25025051101,100.51819559469324,0.04309511135723576,0.12584789262993978,0.72244386112051
25025051200,101.83110852774598,0.03706412757809672,0.12020287265715518,0.7755010989574164
25025060101,101.7104506266472,0.04217558355609903,0.11962658023532409,0.8827682378550642
25025060200,103.24433235651698,0.00715144433999547,0.11069992152728585,0.9011784881679229
25025060301,104.60616764160389,0.010353493080798457,0.10836047805204935,0.9141984359578063
25025060400,103.24382932464614,0.0247875719722502,0.11244692510470063,0.8798251171172271
25025060501,104.55833872929705,0.01519076095507483,0.10872885077137905,0.9601822190274254
25025060600,102.17543078669854,0.0030425145761464804,0.13577979616576305,0.9653314470503276
25025060700,103.782188701189,0.0076380539673436285,0.1343275743956441,0.858211432545407
25025060800,105.48698376461087,0.006499503070512054,0.11224182918451205,0.9172334427284118
25025061e3,101.0347899235986,0.012498225017512334,0.1271929227808402,0.7895708998091043
25025061101,95.04655568186587,0.07725183069802818,0.13425785104290977,0.611987369861371
25025061200,104.06665024799523,0.004974053685617635,0.12512421222219214,0.9457893739904684
25025070101,99.39969947383723,0.006189685000750134,0.11734767138261062,0.9934507115646879
25025070200,101.86491473058302,0.006330344268095699,0.11342658141979589,0.9781678724484429
25025070300,101.81634677255214,0.018425197002993363,0.11176826151454808,0.9723202230567279
25025070402,100.9923112760037,0.019499406520255277,0.13238342560085647,0.9621221539473421
25025070500,100.59364510453655,0.047093124906939364,0.11852221066669329,0.8802082431971575
25025070600,100.31703770793818,0.03644122290141146,0.11062054995007232,0.8936659759669188
25025070700,101.30315333227882,0.037661614634054943,0.12427440909122674,0.9006157061876165
25025070800,100.91576183260226,0.04405324197501586,0.11755954004654567,0.8893834436380699
25025070900,102.19940823833699,0.029116411502093355,0.11060215695706957,0.9102790366787272
25025071101,102.72259239559838,0.03718026741122715,0.12002838181835354,0.9322610266006129
25025071201,104.9220623580641,4.8389037526764785e-4,0.1229890037472616,0.9664287459497032
25025080100,103.75799380038936,0.02037522172813999,0.12452852551382596,0.8683169850834247
25025080300,100.96681884963672,0.06967473546511656,0.1269773938905155,0.7264221008232457
25025080401,102.26978875995458,0.0656160044969028,0.1233604106177224,0.8164908411762987
25025080500,102.27138330798464,0.034876777049966515,0.12271365904869327,0.8642458208214818
25025080601,101.82648639734093,0.02662107478578628,0.1258838741554021,0.8417028814949918
25025080801,104.08804191319544,0.02636791572872511,0.1343391002970707,0.83449991259021
25025080900,102.29182349046191,0.037874449539792875,0.11775795207507549,0.827720404600218
25025081001,100.23982550898899,0.060488013601034,0.1197888740485136,0.8689008324826554
25025081100,96.5495412311709,0.12751270705812776,0.1291216086872998,0.6965616427605344
25025081200,99.65835581651227,0.056320588046387926,0.1287942250386798,0.7472958669344287
25025081300,100.69375901836062,0.07522004524772244,0.12234793080115362,0.8303005933061145
25025081400,97.31712515239744,0.14687300736160122,0.12910237405570885,0.6818035235487969
25025081500,95.16023500681634,0.18102176464837186,0.1330843878691076,0.7191492194307851
25025081700,99.06512228939528,0.0954431766142349,0.1250622372345239,0.7681918407452109
25025081800,99.38652533228493,0.09614556461653283,0.12198427867429451,0.7898833192832059
25025081900,97.75583686572361,0.09959749336469953,0.13076401629637607,0.7350588455915789
25025082e3,98.96634740514064,0.07511055818747066,0.12282284902511319,0.7942330312385165
25025082100,101.15403612398212,0.08326579472007035,0.12186568054031281,0.8074796912230966
25025090100,100.39307657309726,0.07266107278603212,0.12015834364667521,0.8958849758322052
25025090200,102.22514091035654,0.04294052212864184,0.12496963802345175,0.9094065836746781
25025090300,100.39677965230085,0.05691770990684356,0.12095003140802035,0.7968639973056438
25025090400,98.31046988981343,0.1030482966288983,0.13048613473867998,0.6487182936936524
25025090600,100.83050168070771,0.05288192854202556,0.1272551729724443,0.7529279918700196
25025090700,101.51056026711557,0.019932205636587336,0.11886963405023962,0.8372512470346375
25025090901,97.28877431904817,0.08499354270223494,0.1323750648889151,0.6761770657416862
25025091001,97.99315562566322,0.09326103668381054,0.1223758711677753,0.754068629437446
25025091100,101.23027811243375,0.030360477482188394,0.11483670105392509,0.8196247256032129
25025091200,100.70392955226043,0.057618802846720364,0.11785259813990955,0.8128162806835212
25025091300,101.36708667213523,0.048170675446108806,0.12143297050150641,0.8006901289141294
25025091400,97.56320898766111,0.1000507108139227,0.12979470216380073,0.6583889719588739
25025091500,99.15416375219205,0.08254002038899994,0.12014326996801745,0.8011636194954965
25025091600,100.33914944498179,0.0671059985740287,0.11936016330646668,0.7764507575170772
25025091700,99.93082045421374,0.04928581605004541,0.11979907672290338,0.8172018240055351
25025091800,97.73601410314829,0.09551151436476077,0.12706629114973478,0.7539129537238503
25025091900,97.49013155453572,0.12959534291693686,0.1258154778867775,0.8034750797277881
25025092e3,100.22642562674476,0.06959030624634761,0.12287765170709643,0.7989487174449763
25025092101,99.6362725254706,0.06822254965022882,0.12173091311924372,0.7568170562236529
25025092200,97.61162126963688,0.12794055608499186,0.1276468463796108,0.6811284584067582
25025092300,97.55430410418971,0.09673240259245969,0.1227858023898703,0.737092882346843
25025092400,98.2908113014515,0.09298296987604453,0.1252443534739815,0.8302381511371711
25025100100,97.31733701993251,0.08265462389434455,0.13342500470548235,0.7432111157519631
25025100200,98.24875141360144,0.11659104802335579,0.12548966167023665,0.796567730887332
25025100300,96.85703051777195,0.12605132658045765,0.12791302439561025,0.7682904601023757
25025100400,97.89980789083593,0.11850708547387517,0.13165496616870542,0.6621415547403966
25025100500,97.75522288491015,0.10801593701359541,0.12314115100742755,0.7103079269882319
25025100601,98.23783946776888,0.08144707858954534,0.1259945382907296,0.6847075892528364
25025100603,99.37552579757427,0.051488040690403386,0.11960530801772205,0.7733260855326507
25025100700,99.66824474780056,0.06896230333044141,0.12618148059397094,0.7571179712163364
25025100800,93.18244749414175,0.20232583538477325,0.13977387804388305,0.5272096181376541
25025100900,96.17834723924533,0.1566575709713722,0.13696797192048007,0.6400625294161074
25025101001,94.98248889854719,0.23894660967979056,0.13236723430688155,0.6888496410748096
25025101002,96.68074743786673,0.15328520977816062,0.13445235823991705,0.6888333797124216
25025101101,97.68551236822044,0.09278901608283693,0.12252061678993985,0.810005916500534
25025101102,99.39894019210837,0.07080785905889785,0.12224189877561337,0.8413222009355819
25025110103,96.88562051231325,0.12992087541199943,0.1299981522596006,0.7494017611115209
25025110201,95.94339478340792,0.17377468863227347,0.128758150105699,0.7885600237027816
25025110301,94.68376810650184,0.18341181507151316,0.13725111582069777,0.6118206016421173
25025110401,96.1608046855948,0.15658440937600504,0.13037817892779527,0.68526713370959
25025110403,94.51497019067428,0.18832026133843252,0.138963212130461,0.6547383698250832
25025110501,96.82893540402864,0.15566710468294606,0.13601132264950358,0.630534042062778
25025110502,98.22797625560271,0.12696071492674918,0.13294318787826184,0.6929629300967346
25025110601,90.49324715775164,0.33131491220270703,0.13895195252912954,0.5825421532448791
25025110607,96.35651058722043,0.15671442087112833,0.13496791020988286,0.7200576672648403
25025120103,93.48232244702427,0.2451246646203788,0.12936322556035482,0.6234459605200011
25025120104,96.27738060825465,0.15647658672573764,0.1266029446576404,0.7697482354514531
25025120105,89.48067212713272,0.36331376853567354,0.13986501344797603,0.5242071623070407
25025120201,98.89979245898381,0.136732997438493,0.12987343837491316,0.7793010675360159
25025120301,98.14462785935308,0.1374998912095454,0.12180255819626518,0.7210368115097057
25025120400,95.83081143537565,0.22574509000459114,0.12956638591428385,0.6308731220151386
25025120500,100.11271937417187,0.08447451636032506,0.1267268564222473,0.7274450810994793
25025120600,98.36730002980667,0.16642098100799316,0.12185774638311136,0.7190037787389159
25025120700,97.09727680714977,0.12607604393748234,0.14028884506869232,0.7221623962261822
25025130100,90.52245221046711,0.23905629353533,0.1473691011673879,0.4469836930216883
25025130200,96.44230805254102,0.168825372955757,0.13796450887568196,0.5974132708952197
25025130300,93.88743990205896,0.21190655050905208,0.13890839347403458,0.5454728623299888
25025130402,96.6873612927761,0.14506580896271765,0.13807801651104712,0.605280246130395
25025130404,92.61194354471603,0.26357466720594086,0.14266638975007453,0.5177068985022061
25025130406,94.21733634937853,0.15629452199241017,0.14708170556087902,0.47736003932112836
25025140102,93.12255482170247,0.16693468867293892,0.14242089809734387,0.4630011519358218
25025140105,94.50207318727796,0.22202257305658465,0.14068263045297622,0.6567453630303508
25025140106,97.77743143864188,0.14652089450085204,0.13105138141991252,0.6603651447328851
25025140107,96.01574848758128,0.17470283070871537,0.13604087092375755,0.5339170946865444
25025140201,95.90146635913966,0.15700499560220868,0.13549266962206608,0.5975656812506108
25025140202,90.63567968726868,0.24300877436984156,0.13495704451872734,0.46670034095934054
25025140300,97.96979642275214,0.13413185091928165,0.13042601729001072,0.7056258298730241
25025140400,94.69908879129714,0.2145181526660124,0.1352350231280039,0.6840165825903364
25025980300,88.58899282185004,0.36354950614113196,0.14324901519647837,0.5353207781941204
25025980700,87.99093120697212,0.4612809489079486,0.1422621642302257,0.4259442186087152
25025981e3,88.06948931243618,0.37915694768974334,0.14059922789814253,0.44754324358410214
25025981100,87.45881514484202,0.2810213890144474,0.1497667677980954,0.3401699330748812
25025981201,96.23841551386785,0.04881540101687887,0.14102104926056064,0.6430217052392248
25025981202,102.18864921848366,0.004760327374188109,0.12328384750771532,0.9378749526438436
25025981300,103.24197451449042,0.007640990565432433,0.13012667735614353,0.9261349671048651
25025981502,101.61063267962284,0.019923241396673806,0.12644850499056698,0.8337391543147223
25025981600,95.40224421603993,0.10037791909465063,0.13531443817351896,0.6059406397891339
25025981700,92.56479712350325,0.229856770198321,0.11605472383992697,0.8555742601361236
25025981800,91.33461648848163,0.3158807800957337,0.13741884395591905,0.5728313570993021
